Autor;Titel;OCR-Absatz;Passage;Aussage;Code des Typs;Annotator*in;Anmerkung;E1;Relation;E2;POST
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;22;"Zusätzlich zu seiner Herausgebertätigkeit für die „Encyclopédie“, für die er selbst über tausend Artikel schreibt, verfaßt <e1>Diderot</e1><rel>fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der </rel><e2>Gesellschaftskritik</e2> der Aufklärung verpflichtet bleibt („Ec neveu de Rameau“, um 1761/62 begonnen; Jacques le fataliste et son maître“, um 1771-73 verfaßt).";Denis Diderot topicInterest Gesellschaftskritik;topicInterest;SH;;Diderot;fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der ;Gesellschaftskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;22;"Zusätzlich zu seiner Herausgebertätigkeit für die „Encyclopédie“, für die er selbst über tausend Artikel schreibt, verfaßt <e1>Diderot</e1><rel>fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der Gesellschaftskritik der </rel><e2>Aufklärung</e2> verpflichtet bleibt („Ec neveu de Rameau“, um 1761/62 begonnen; Jacques le fataliste et son maître“, um 1771-73 verfaßt).";Denis Diderot topicInterest Aufklärung;topicInterest;SH;;Diderot;fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der Gesellschaftskritik der ;Aufklärung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;22;"Zusätzlich zu seiner Herausgebertätigkeit für die „Encyclopédie“, für die er selbst über tausend Artikel schreibt, verfaßt Diderot fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der <e2>Gesellschaftskritik</e2><rel>der Aufklärung verpflichtet bleibt („Ec </rel><e1>neveu de Rameau</e1>“, um 1761/62 begonnen; Jacques le fataliste et son maître“, um 1771-73 verfaßt).";Le neveu de Rameau about Gesellschaftskritik;about;SH;;neveu de Rameau;der Aufklärung verpflichtet bleibt („Ec ;Gesellschaftskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;22;"Zusätzlich zu seiner Herausgebertätigkeit für die „Encyclopédie“, für die er selbst über tausend Artikel schreibt, verfaßt Diderot fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der <e2>Gesellschaftskritik</e2><rel>der Aufklärung verpflichtet bleibt („Ec neveu de Rameau“, um 1761/62 begonnen; </rel><e1>Jacques le fataliste et son maître</e1>“, um 1771-73 verfaßt).";Jacques le fataliste et son maître about Gesellschaftskritik;about;SH;;Jacques le fataliste et son maître;"der Aufklärung verpflichtet bleibt („Ec neveu de Rameau“, um 1761/62 begonnen; ";Gesellschaftskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23;[Zusammen mit Montesquieu, Voltaire und Diderot gehört <e1>Rousseau</e1> <rel>(1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt </rel><e2>philosophische, staatstheoretische, pädagogische, musikwissenschaftliche und literarische Arbeiten</e2>, die zukunftsweisende Konzepte enthalten.;Jean-Jacques Rousseau topicInterest Philosophie;topicInterest;SH;;Rousseau;(1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt ;philosophische, staatstheoretische, pädagogische, musikwissenschaftliche und literarische Arbeiten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23;[Zusammen mit Montesquieu, Voltaire und Diderot gehört <e1>Rousseau</e1><rel> (1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt philosophische, </rel><e2>staatstheoretische, pädagogische, musikwissenschaftliche und literarische Arbeiten</e2>, die zukunftsweisende Konzepte enthalten.;Jean-Jacques Rousseau topicInterest Staat;topicInterest;SH;;Rousseau; (1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt philosophische, ;staatstheoretische, pädagogische, musikwissenschaftliche und literarische Arbeiten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23;[Zusammen mit Montesquieu, Voltaire und Diderot gehört <e1>Rousseau</e1><rel> (1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt philosophische, staatstheoretische, </rel><e2>pädagogische, musikwissenschaftliche und literarische Arbeiten</e2>, die zukunftsweisende Konzepte enthalten.;Jean-Jacques Rousseau topicInterest Pädagogik;topicInterest;SH;;Rousseau; (1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt philosophische, staatstheoretische, ;pädagogische, musikwissenschaftliche und literarische Arbeiten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23;[Zusammen mit Montesquieu, Voltaire und Diderot gehört <e1>Rousseau</e1><rel>(1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt philosophische, staatstheoretische, pädagogische, </rel><e2>musikwissenschaftliche und literarische Arbeiten</e2>, die zukunftsweisende Konzepte enthalten.;Jean-Jacques Rousseau topicInterest Wissenschaft;topicInterest;SH;;Rousseau;(1712-1778) zu den herausragenden Persönlichkeiten des 18. Jh.] Sein Werk umspannt philosophische, staatstheoretische, pädagogische, ;musikwissenschaftliche und literarische Arbeiten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23;Bis zu seinem Zerwürfnis mit den Enzyklopädisten in den Jahren 1756 bis 1758 und wegen seiner harschen <e2>Kritik</e2><rel>an den Mißständen des Ancien Régime gehört </rel><e1>Rousseau</e1> einerseits zu den Aufklärern.;Jean-Jacques Rousseau topicInterest Kritik;topicInterest;SH;;Rousseau;an den Mißständen des Ancien Régime gehört ;Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23;Bis zu seinem Zerwürfnis mit den Enzyklopädisten in den Jahren 1756 bis 1758 und wegen seiner harschen Kritik an den Mißständen des <e2>Ancien Régime</e2><rel>gehört </rel><e1>Rousseau</e1> einerseits zu den Aufklärern.;Jean-Jacques Rousseau topicInterest Ancien Régime;topicInterest;SH;;Rousseau;gehört ;Ancien Régime;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden <e2>zivilisationskritischen Werk</e2><rel>, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den </rel><e1>er</e1> im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des Theaters auf die Sitten darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Jean-Jacques Rousseau topicInterest Zivilisation;topicInterest;SH;;er;", dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den ";zivilisationskritischen Werk;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden <e2>zivilisationskritischen Werk</e2><rel> dem „</rel><e1>Discours sur les sciences et les arts</e1>"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den er im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des Theaters auf die Sitten darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Discours sur les sciences et les arts about Zivilisation;about;SH;;Discours sur les sciences et les arts; dem „;zivilisationskritischen Werk;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden zivilisationskritischen Werk, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am <e2>Fortschrittsoptimismus</e2><rel>der Aufklärer, den er im „</rel><e1>Discours sur l’origine et les fondements de l’inégalité parmi les hommes</e1>“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des Theaters auf die Sitten darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Discours sur l’origine et les fondements de l’inégalité parmi les hommes about Fortschritt;about;SH;;Discours sur l’origine et les fondements de l’inégalité parmi les hommes;der Aufklärer, den er im „;Fortschrittsoptimismus;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden zivilisationskritischen Werk, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am <e2>Fortschrittsoptimismus</e2><rel> der Aufklärer, den </rel><e1>er</e1> im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des Theaters auf die Sitten darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Jean-Jacques Rousseau topicInterest Fortschritt;topicInterest;SH;;er; der Aufklärer, den ;Fortschrittsoptimismus;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden zivilisationskritischen Werk, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den er im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „<e1>Lettre à d’Alembert sur les spectacles</e1><rel> (1758), in der er die korrumpierende Wirkung des </rel><e2>Theaters</e2> auf die Sitten darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Lettre à d’Alembert sur les spectacles about Theater;about;SH;;Lettre à d’Alembert sur les spectacles; (1758), in der er die korrumpierende Wirkung des ;Theaters;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden zivilisationskritischen Werk, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den er im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „<e1>Lettre à d’Alembert sur les spectacles</e1><rel> (1758), in der er die korrumpierende Wirkung des Theaters auf die </rel><e2>Sitten</e2> darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Lettre à d’Alembert sur les spectacles about Sitten;about;SH;;Lettre à d’Alembert sur les spectacles; (1758), in der er die korrumpierende Wirkung des Theaters auf die ;Sitten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden zivilisationskritischen Werk, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den <e1>er</e1> <rel>im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des </rel><e2>Theaters</e2> auf die Sitten darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Jean-Jacques Rousseau topicInterest Theater;topicInterest;SH;;er;"im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des ";Theaters;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;23-24;"Andererseits finden sich jedoch bereits in seinem ersten bedeutenden zivilisationskritischen Werk, dem „Discours sur les sciences et les arts"" (1750), deutliche Zweifel am Fortschrittsoptimismus der Aufklärer, den <e1>er</e1><rel> im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des Theaters auf die </rel><e2>Sitten</e2> darlegt, führt zum Bruch mit den Enzyklopädisten und dem Rückzug in die Einsamkeit, wo sein Briefroman Julie ou La nouvelle Héloïse” (1761) und sein Erziehungstraktat „Emile ou De l’éducation“ (1762) entstehen; letzterem setzt der Berliner Formey seinen „Anti-Emile“ (1763) entgegen.";Jean-Jacques Rousseau topicInterest Sitten;topicInterest;SH;;er;" im „Discours sur l’origine et les fondements de l’inégalité parmi les hommes“ (1755) erneut beweisen will; seine „Lettre à d’Alembert sur les spectacles“ (1758), in der er die korrumpierende Wirkung des Theaters auf die ";Sitten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;Ebenfalls 1762 publiziert <e1>Rousseau</e1><rel>seine </rel><e2>staatstheoretische Abhandlung</e2> „Du contrat social“.;Jean-Jacques Rousseau topicInterest Staat;topicInterest;SH;;Rousseau;seine ;staatstheoretische Abhandlung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;Ebenfalls 1762 publiziert Rousseau seine <e2>staatstheoretische Abhandlung</e2><rel>„</rel><e1>Du contrat social</e1>“.;Du contrat social about Staat;about;SH;;Du contrat social;„;staatstheoretische Abhandlung;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;In diesem Werk, das zu den Hauptwerken der Aufklärung zählt, entwik-kelt <e1>Rousseau</e1><rel>das Konzept eines </rel><e2>Gesellschaftsvertrages</e2>, das in der Folgezeit eine kaum zu überschätzende Wirkung auf die demokratische Verfassung der Revolution und aller modernen Staaten ausübt.;Jean-Jacques Rousseau topicInterest Gesellschaft;topicInterest;SH;;Rousseau;das Konzept eines ;Gesellschaftsvertrages;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;In diesem <e1>Werk</e1><rel>, das zu den Hauptwerken der Aufklärung zählt, entwik-kelt Rousseau das Konzept eines </rel><e2>Gesellschaftsvertrages</e2>, das in der Folgezeit eine kaum zu überschätzende Wirkung auf die demokratische Verfassung der Revolution und aller modernen Staaten ausübt.;Du contrat social about Gesellschaft;about;SH;;Werk;, das zu den Hauptwerken der Aufklärung zählt, entwik-kelt Rousseau das Konzept eines ;Gesellschaftsvertrages;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;Wegen freiheitlicher Gedanken zur <e2>Religion</e2><rel>in „</rel><e1>Emile</e1>“ und vor allem wegen des „Contrat social“ - schon 1762 werden beide Bücher zuerst in Paris, dann in Genf öffentlich verbrannt und von den jansenistischen „Nouvelles ecclésiastiques“ gebrandmarkt -muß Rousseau eine jahrelange Flucht antreten, die ihn über mehrere Stationen schließlich nach England führt.;Emile about Religion;about;SH;;Emile;in „;Religion;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;Wegen freiheitlicher Gedanken zur <e2>Religion</e2><rel>in „Emile“ und vor allem wegen des „Contrat social“ - schon 1762 werden beide Bücher zuerst in Paris, dann in Genf öffentlich verbrannt und von den jansenistischen „Nouvelles ecclésiastiques“ gebrandmarkt -muß </rel><e1>Rousseau</e1> eine jahrelange Flucht antreten, die ihn über mehrere Stationen schließlich nach England führt.;Jean-Jacques Rousseau topicInterest Religion;topicInterest;SH;;Rousseau;in „Emile“ und vor allem wegen des „Contrat social“ - schon 1762 werden beide Bücher zuerst in Paris, dann in Genf öffentlich verbrannt und von den jansenistischen „Nouvelles ecclésiastiques“ gebrandmarkt -muß ;Religion;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;24;In den Jahren des Exils arbeitet <e2>er</e2><rel> an seiner Autobiographie, den zwischen 1765-67 (Bände 1-6) und 1769-70 (Bände 7-12) entstandenen, aber erst postum 1782 und 1789 veröffentlichten </rel>„<e1>Confessions</e1>“.;Confessions about Jean-Jacques Rousseau;about;SH;;Confessions; an seiner Autobiographie, den zwischen 1765-67 (Bände 1-6) und 1769-70 (Bände 7-12) entstandenen, aber erst postum 1782 und 1789 veröffentlichten ;er;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen <e2>Liebesdichtungen</e2><rel>und idyllischen Naturschwärmerci sind Benin, </rel><e1>Parny</e1> und Léonard; mit André Chénier (1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";Évariste de Parny topicInterest Liebe;topicInterest;SH;;Parny;und idyllischen Naturschwärmerci sind Benin, ;Liebesdichtungen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen <e2>Naturschwärmerci</e2><rel>sind Benin, </rel><e1>Parny</e1> und Léonard; mit André Chénier (1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";Évariste de Parny topicInterest Natur;topicInterest;SH;;Parny;sind Benin, ;Naturschwärmerci;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen <e2>Liebesdichtungen</e2><rel> und idyllischen Naturschwärmerci sind Benin, Parny und </rel><e1>Léonard</e1>; mit André Chénier (1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";Antoine Léonard Thomas topicInterest Liebe;topicInterest;SH;;Léonard; und idyllischen Naturschwärmerci sind Benin, Parny und ;Liebesdichtungen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen <e2>Naturschwärmerci</e2><rel> sind Benin, Parny und </rel><e1>Léonard</e1>; mit André Chénier (1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";Antoine Léonard Thomas topicInterest Natur;topicInterest;SH;;Léonard; sind Benin, Parny und ;Naturschwärmerci;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen Naturschwärmerci sind Benin, Parny und Léonard; mit <e1>André Chénier</e1><rel>(1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den </rel><e2>Fortschrittsoptimismus</e2> und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";André Chénier topicInterest Fortschritt;topicInterest;SH;;André Chénier;(1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den ;Fortschrittsoptimismus;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen Naturschwärmerci sind Benin, Parny und Léonard; mit <e1>André Chénier</e1><rel>(1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische </rel><e2>Revolution</e2> („Le jeu de paume“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";André Chénier topicInterest Revolution;topicInterest;SH;;André Chénier;(1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische ;Revolution;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen Naturschwärmerci sind Benin, Parny und Léonard; mit André Chénier (1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische <e2>Revolution</e2><rel>(„</rel><e1>Le jeu de paume</e1>“) mit gefühlsbetonten und subjektiven Stimmungsbildern zu vereinbaren („La jeune captive“).";Le jeu de paume about Revolution;about;SH;;Le jeu de paume;(„;Revolution;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen Naturschwärmerci sind Benin, Parny und Léonard; mit <e1>André Chénier</e1><rel>(1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit </rel><e2>gefühlsbetonten und subjektiven Stimmungsbildern</e2> zu vereinbaren („La jeune captive“).";André Chénier topicInterest Gefühle;topicInterest;SH;;André Chénier;(1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit ;gefühlsbetonten und subjektiven Stimmungsbildern;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;25;"Vertreter dieser elegischen Liebesdichtungen und idyllischen Naturschwärmerci sind Benin, Parny und Léonard; mit André Chénier (1762-1794) erreicht die Dichtung des 18. Jh. sodann ihren Höhepunkt, gelingt es Chénier doch in seinem lyrischen Werk, den Fortschrittsoptimismus und seine anfängliche Begeisterung für die Französische Revolution („Le jeu de paume“) mit <e2>gefühlsbetonten und subjektiven Stimmungsbildern</e2><rel> zu vereinbaren („</rel><e1>La jeune captive</e1>“).";La jeune captive about Gefühle;about;SH;;La jeune captive;zu vereinbaren („;gefühlsbetonten und subjektiven Stimmungsbildern;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;<e1>Rousseau</e1><rel> oben erwähnter Briefroman Julie ou La nouvelle Héloïse“ steht exemplarisch für die zwei dominierenden Tendenzen des Romans in der zweiten Jahrhunderthälfte, da sich hier der </rel><e2>sentimentale Roman</e2> mit dem narrativen Muster des Briefromans verbindet.;Jean-Jacques Rousseau topicInterest Sentimentalität;topicInterest;SH;;Rousseau; oben erwähnter Briefroman Julie ou La nouvelle Héloïse“ steht exemplarisch für die zwei dominierenden Tendenzen des Romans in der zweiten Jahrhunderthälfte, da sich hier der ;sentimentale Roman;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Rousseaus oben erwähnter Briefroman Julie ou <e1>La nouvelle Héloïse</e1><rel> steht exemplarisch für die zwei dominierenden Tendenzen des Romans in der zweiten Jahrhunderthälfte, da sich hier der </rel><e2>sentimentale Roman</e2> mit dem narrativen Muster des Briefromans verbindet.;La nouvelle Héloïse about Sentimentalität;about;SH;;La nouvelle Héloïse; steht exemplarisch für die zwei dominierenden Tendenzen des Romans in der zweiten Jahrhunderthälfte, da sich hier der ;sentimentale Roman;
