Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung;POST
218;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die vor allem durch den Abbé de Saint-Pierre ausgelösten Debatten über Krieg und Frieden lassen Ansätze eines Pazifismus erkennen, der in <e1>Kant</e1><rel> Schrift </rel><e2>Zum ewigen Frieden</e2> (1795) gipfeln wird.;Immanuel Kant author Zum ewigen Frieden;author;SH;Kant; Schrift ;Zum ewigen Frieden;;RSU
219;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die vor allem durch den Abbé de Saint-Pierre ausgelösten Debatten über Krieg und Frieden lassen Ansätze eines Pazifismus erkennen, der in Kants Schrift <e1>Zum ewigen Frieden</e1><rel>(</rel><e2>1795</e2>) gipfeln wird.;Zum ewigen Frieden date of publication 1795;date of publication;SH;Zum ewigen Frieden;(;1795;;RTS
220;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die vor allem durch den Abbé de Saint-Pierre ausgelösten Debatten über Krieg und Frieden lassen Ansätze eines <e2>Pazifismus</e2><rel>erkennen, der in </rel><e1>Kant</e1>s Schrift Zum ewigen Frieden (1795) gipfeln wird.;Immanuel Kant ideology „Pazifismus“;ideology;SH;Kant;erkennen, der in ;Pazifismus;;RSU
221;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Neben den Europäismus der französischen Aufklärung tritt in der Spätaufklärung ein prononcierter <e2>Kosmopolitismus</e2><rel>(</rel><e1>Kant</e1>, Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht, 1784).;Immanuel Kant ideology „Kosmopolitismus“?;ideology;SH;Kant;(;Kosmopolitismus;;RTS
222;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Neben den Europäismus der französischen Aufklärung tritt in der Spätaufklärung ein prononcierter Kosmopolitismus (<e1>Kant</e1><rel> </rel><e2>Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht</e2>, 1784).;Immanuel Kant author Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht;author;SH;Kant; ;Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht;;RTS
223;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Neben den Europäismus der französischen Aufklärung tritt in der Spätaufklärung ein prononcierter Kosmopolitismus (Kant, <e1>Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht</e1><rel> </rel><e2>1784</e2>).;Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht date of publication 1784;date of publication;SH;Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht; ;1784;;RTS
224;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Neben den Europäismus der französischen Aufklärung tritt in der <e2>Spätaufklärung</e2><rel>ein prononcierter Kosmopolitismus (Kant, </rel><e1>Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht</e1>, 1784).;Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht Epoche Spätaufklärung;Epoche;SH;Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht;ein prononcierter Kosmopolitismus (Kant, ;Spätaufklärung;;RSU
225;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;In Frankreich entstehen Zeitschriften ohne akademisch-institutionelle Bindung, die sich als Fachzeitschriften, oft mit dem Ziel der Wissenschaftsvulgarisierung und -pragmatisierung, auf einzelne Wissensbereiche spezialisieren (wie z. B. Agronomie, Geographie, Kolonien, Literatur- und Kunstkritik) und die Interessen einzelner Gruppen vertreten, wie etwa die <e1>Mémoires de Trévoux</e1><rel>als jesuitisches und die Nouvelles ecclésiastiques als jansenistisches </rel><e2>Publikationsorgan</e2>.;Mémoires de Trévoux describedAs jesuitisches Publikationsorgan*;describedAs;SH;Mémoires de Trévoux;als jesuitisches und die Nouvelles ecclésiastiques als jansenistisches ;Publikationsorgan;*anderes Wort für Publikationsorgan?;
226;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;In Frankreich entstehen Zeitschriften ohne akademisch-institutionelle Bindung, die sich als Fachzeitschriften, oft mit dem Ziel der Wissenschaftsvulgarisierung und -pragmatisierung, auf einzelne Wissensbereiche spezialisieren (wie z. B. Agronomie, Geographie, Kolonien, Literatur- und Kunstkritik) und die Interessen einzelner Gruppen vertreten, wie etwa die Mémoires de Trévoux als jesuitisches und die <e1>Nouvelles ecclésiastiques</e1><rel> als </rel><e2>jansenistisches Publikationsorgan</e2>.;Nouvelles ecclésiatiques describedAs jansenistisches Publikationsorgan*;describedAs;SH;Nouvelles ecclésiastiques; als ;jansenistisches Publikationsorgan;*anderes Wort für Publikationsorgan?;RSU
227;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Es entsteht eine Tagespresse (<e1>Journal de Paris</e1><rel> </rel><e2>ab 1777</e2>).;Journal de Paris date of publication ab 1777*;date of publication;SH;Journal de Paris; ;ab 1777;*Zeitraum;RTS
228;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Es entsteht eine Tagespresse (<e1>Journal de Paris</e1>, ab 1777).;Journal de Paris Genre Tagespresse / Zeitung;Genre;SH;Journal de Paris;;Not Found;;RTS
229;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die <e2>Zeitschriftenlandschaft</e2><rel>fächert sich stark auf und wird vom </rel><e1>Mercure de France</e1> und der Gazette de France dominiert.;Mercure de France Genre Zeitschrift;Genre;SH;Mercure de France;fächert sich stark auf und wird vom ;Zeitschriftenlandschaft;;RSU
230;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die <e2>Zeitschriftenlandschaft</e2><rel>fächert sich stark auf und wird vom Mercure de France und der </rel><e1>Gazette de France</e1> dominiert.;Gazette de France Genre Zeitschrift;Genre;SH;Gazette de France;fächert sich stark auf und wird vom Mercure de France und der ;Zeitschriftenlandschaft;;RSU
231;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die Zeitschriftenlandschaft fächert sich stark auf und wird vom <e1>Mercure de France</e1> und der Gazette de France dominiert.;Mercure de France HasDistribution „high“;HasDistribution;SH;Mercure de France;;Not Found;;
232;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Die Zeitschriftenlandschaft fächert sich stark auf und wird vom Mercure de France und der <e1>Gazette de France</e1> dominiert.;Gazette de France HasDistribution „high“;HasDistribution;SH;Gazette de France;;Not Found;;
233;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Neben der offiziellen entsteht eine halboffizielle <e2>Publizistik</e2><rel>(wie etwa die an europäischen Fürstenhöfen zirkulierende </rel><e1>Correspondance littéraire</e1>) und ein heimlich zirkulierendes, subversives politisches Schrifttum in Form von Broschüren und Pamphleten, das im Vorfeld und während der Französischen Revolution seinen Höhepunkt erreicht.;Correspondance littéraire Genre? Publizistik;Genre?;SH;Correspondance littéraire;(wie etwa die an europäischen Fürstenhöfen zirkulierende ;Publizistik;;RSU
234;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;202;Neben der offiziellen entsteht eine <e2>halboffizielle Publizistik</e2><rel>(wie etwa die an europäischen Fürstenhöfen zirkulierende </rel><e1>Correspondance littéraire</e1>) und ein heimlich zirkulierendes, subversives politisches Schrifttum in Form von Broschüren und Pamphleten, das im Vorfeld und während der Französischen Revolution seinen Höhepunkt erreicht.;Correspondance littéraire describedAs halboffiziell;describedAs;SH;Correspondance littéraire;(wie etwa die an europäischen Fürstenhöfen zirkulierende ;halboffizielle Publizistik;;RSU
235;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Das <e2>aufwendigste</e2><rel>, erfolgreichste und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die</rel> <e1>Encyclopédie</e1> und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.;Encyclopédie describedAs aufwendig;describedAs;SH;Encyclopédie;, erfolgreichste und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die;aufwendigste;;
236;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Das aufwendigste, <e2>erfolgreichste</e2><rel> und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die </rel><e1>Encyclopédie</e1> und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.;Encyclopédie describedAs erfolgreich;describedAs;SH;Encyclopédie;und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die ;erfolgreichste;;
237;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Das aufwendigste, erfolgreichste und buch- und mediengeschichtlich <e2>bemerkenswerteste Unternehmen</e2><rel>der Aufklärungseliten bilden die </rel><e1>Encyclopédie</e1> und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.;Encyclopédie describedAs bemerkenswert;describedAs;SH;Encyclopédie;der Aufklärungseliten bilden die ;bemerkenswerteste Unternehmen;;
238;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;[Das aufwendigste, erfolgreichste und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die <e2>Encyclopédie</e2><rel>und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.] Hier wandelt sich offenkundig die Gelehrtenrepublik zur ökonomisch agierenden, arbeitsteilig organisierten ›</rel><e1>société de gens de lettres</e1>‹ mit deutlich korporativem Selbstverständnis und die Aufklärung zum »business of Enlightenment« (R. Darnton).;société de gens de lettres* author Encyclopédie;author;SH;société de gens de lettres;und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.] Hier wandelt sich offenkundig die Gelehrtenrepublik zur ökonomisch agierenden, arbeitsteilig organisierten ›;Encyclopédie;*Personengruppe = Autor ok?;RSU
239;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;[Das aufwendigste, erfolgreichste und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die Encyclopédie und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.] Hier wandelt sich offenkundig die Gelehrtenrepublik zur ökonomisch agierenden, arbeitsteilig organisierten ›<e1>société de gens de lettres</e1><rel> mit deutlich </rel><e2>korporativem</e2> Selbstverständnis und die Aufklärung zum »business of Enlightenment« (R. Darnton).;société de gens de lettres describedAs korporativ;describedAs;SH;société de gens de lettres; mit deutlich ;korporativem;;RSU
240;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;[Das aufwendigste, erfolgreichste und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die Encyclopédie und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.] Hier wandelt sich offenkundig die Gelehrtenrepublik zur ökonomisch agierenden, arbeitsteilig organisierten ›<e2>société de gens de lettres</e2><rel>‹ mit deutlich korporativem Selbstverständnis und die Aufklärung zum »business of Enlightenment«</rel> (<e1>R. Darnton</e1>).;R. Damton MACHT AUSSAGE ÜBER sociéte de gens de lettres;MACHT AUSSAGE ÜBER;SH;R. Darnton;lgreichste und buch- und mediengeschichtlich bemerkenswerteste Unternehmen der Aufklärungseliten bilden die Encyclopédie und die entsprechenden europaweiten Parallel- und Folgeunternehmungen.] Hier wandelt sich offenkundig die Gelehrtenrepublik zur ökonomisch agierenden, arbeitsteilig organisierten ›;société de gens de lettres;[Metaasussage];
241;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Sofern einige ›philosophes‹ (z. B. d’Alembert, Maupertuis) in erster Linie als Wissenschaftler und in den Akademien aktiv sind, erhalten sie Gehälter und Apanagen.;d‘Alembert InstanceOf* philosophes;InstanceOf*;SH;Not Foundz;;;*Wie Zugehörigkeit zu Gruppe angeben?;RTS
242;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Sofern einige ›philosophes‹ (z. B. d’Alembert, <e1>Maupertuis</e1>) in erster Linie als Wissenschaftler und in den Akademien aktiv sind, erhalten sie Gehälter und Apanagen.;Maupertuis InstanceOf* philosophes;InstanceOf*;SH;Maupertuis;;;*Wie Zugehörigkeit zu Gruppe angeben?;RTS
243;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Sofern einige ›philosophes‹ (z. B. d’Alembert, <e2>Maupertuis</e2>) in erster Linie als Wissenschaftler und in den Akademien aktiv sind, erhalten sie Gehälter und Apanagen.;d‘Alembert IsRelatedTo Maupertuis;IsRelatedTo;SH;Not Foundz;;Maupertuis;;RTS
244;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Sofern einige ›philosophes‹ (z. B.<e1> d’Alembert</e1><rel>, Maupertuis) in erster Linie als</rel> <e2>Wissenschaftler</e2> und in den Akademien aktiv sind, erhalten sie Gehälter und Apanagen.;d‘Alembert occupation „Wissenschaftler“;occupation;SH;d’Alembert;, Maupertuis) in erster Linie als;Wissenschaftler;;
245;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Sofern einige ›philosophes‹ (z. B. d’Alembert, <e1>Maupertuis</e1><rel> in erster Linie als </rel><e2>Wissenschaftler</e2> und in den Akademien aktiv sind, erhalten sie Gehälter und Apanagen.;Maupertuis occupation „Wissenschaftler“;occupation;SH;Maupertuis; in erster Linie als ;Wissenschaftler;;
246;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Wie schwierig das Überleben, wie entwürdigend die Abhängigkeiten sein können, bezeugt <e1>Diderot</e1><rel> </rel><e2>Le neveu de Rameau</e2> (entstanden vermutlich zwischen 1762 und 1773).;Denis Diderot author Le neveu de Rameau;author;SH;Diderot; ;Le neveu de Rameau;;RTS
247;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Wie schwierig das Überleben, wie entwürdigend die Abhängigkeiten sein können, bezeugt Diderots <e1>Le neveu de Rameau</e1> (entstanden vermutlich zwischen 1762 und 1773).;Le neveu de Rameau HasCreationContext Existenzschwierigkeiten?;HasCreationContext;SH;Le neveu de Rameau;;Not Found;*anderes Wort wählen?;ND
248;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;203;Wie schwierig das Überleben, wie entwürdigend die Abhängigkeiten sein können, bezeugt Diderots <e1>Le neveu de Rameau</e1> <rel>(entstanden vermutlich zwischen 1762 und</rel> <e2>1773</e2>).;Le neveu de Rameau date of publication* 1773;date of publication;SH;Le neveu de Rameau;(entstanden vermutlich zwischen 1762 und;1773;* entstanden, nicht publiziert;ND
249;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;[In der zweiten Jahrhunderthälfte entstehen ein juristischer Werkbegriff und eine Kampagne zur Sicherung des literarischen Eigentums, zur Wahrung von <e2>Autorenrechten</e2> <rel>und zur Abwehr von Plagiaten und Raubdrucken.] Besonders engagiert zeigen sich hier</rel> <e1>Diderot</e1> und, vor allem für die Bühnenautoren, Beaumarchais.;Denis Diderot ArticulatesPosiviteJudgement Autorenrechte;ArticulatesPositiveJudgement;SH;Diderot;und zur Abwehr von Plagiaten und Raubdrucken.] Besonders engagiert zeigen sich hier;Autorenrechten;;
250;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;[In der zweiten Jahrhunderthälfte entstehen ein juristischer Werkbegriff und eine Kampagne zur Sicherung des literarischen Eigentums, zur Wahrung von <e2>Autorenrechten</e2> <rel>und zur Abwehr von Plagiaten und Raubdrucken.] Besonders engagiert zeigen sich hier Diderot und, vor allem für die Bühnenautoren, </rel> <e1>Beaumarchais</e1>.;Beaumarchais ArticulatesPosiviteJudgement Autorenrechte;ArticulatesPositiveJudgement;SH;Beaumarchais;und zur Abwehr von Plagiaten und Raubdrucken.] Besonders engagiert zeigen sich hier Diderot und, vor allem für die Bühnenautoren, ;Autorenrechten;;
251;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;<e1>Pierre Bayle</e1><rel> </rel><e2>Dictionnaire historique et critique</e2> erhebt den Anspruch, Wissenstraditionen kritisch zu durchleuchten.;Pierre Bayle author Dictionnaire historique et critique;author;SH;Pierre Bayle; ;Dictionnaire historique et critique;;RTS
252;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;Pierre Bayles Dictionnaire historique et critique erhebt den Anspruch, Wissenstraditionen kritisch zu durchleuchten.;Dictionnaire historique et critique ArticulatesPositiveJudgement Skeptizismus ?;ArticulatesPositiveJudgement*;SH;;;;*?;ND
253;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – <e1>Jean François de La Harpe</e1><rel> </rel><e2>Lycée ou Cours de littérature ancienne et moderne</e2>, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Jean François de La Harpe author Lycée ou Cours de littérature ancienne et moderne;author;SH;Jean François de La Harpe; ;Lycée ou Cours de littérature ancienne et moderne;;RTS
254;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, <e1>Lycée ou Cours de littérature ancienne et moderne</e1><rel> 18 Bde. (</rel><e2>1798</e2>/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Lycée ou Cours de littérature ancienne et moderne date of publication 1798/99-1805*;date of publication;SH;Lycée ou Cours de littérature ancienne et moderne; 18 Bde. (;1798;*Zeitraum;RTS
255;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) <e1>Andrés</e1><rel> Dell’origine, </rel><e2>progressi e stato attuale di ogni letteratura</e2>, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Giovanni Juan Andrés author Dell‘origine, progressi e stato attuale di ogni letteratura;author;SH;Andrés; Dell’origine, ;progressi e stato attuale di ogni letteratura;;RTS
256;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, <e1>progressi e stato attuale di ogni letteratura</e1><rel> 7 Bde. (</rel><e2>1782</e2>–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Dell‘origine, progressi e stato attuale di ogni letteratura date of publication 1782-1799*;date of publication;SH;progressi e stato attuale di ogni letteratura; 7 Bde. (;1782;*Zeitraum;RTS
257;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Lycée ou Cours de littérature ancienne et moderne (describedAs) prägend für gelehrtes Wissen;describedAs*;SH;;;;*prägend für?;ND
258;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Dell‘origine, progressi e stato attuale di ogni letteratura (describedAs) prägend für gelehrtes Wissen;describedAs*;SH;;;;*prägend für?;ND
259;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Lycée ou Cours de littérature ancienne et moderne (describedAs) prägend für Beaux-Arts;describedAs*;SH;;;;*prägend für?;ND
260;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Dell‘origine, progressi e stato attuale di ogni letteratura (describedAs) prägend für Beaux-Arts;describedAs*;SH;;;;*prägend für?;ND
261;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Lycée ou Cours de littérature ancienne et moderne (describedAs) prägend für Belles-Lettres;describedAs*;SH;;;;*prägend für?;ND
262;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Die großen literarhistorischen Kompendien des späten 18. Jh.s – Jean François de La Harpe, Lycée ou Cours de littérature ancienne et moderne, 18 Bde. (1798/1799–1805) und Giovanni (Juan) Andrés, Dell’origine, progressi e stato attuale di ogni letteratura, 7 Bde. (1782–1799; französische Übersetzung 1805) – zeichnen die Geschichte (Ursprung, Aufstieg und Niedergang) des gelehrten Wissens, der Beaux-Arts und vor allem der Belles-Lettres nach.";Dell‘origine, progressi e stato attuale di ogni letteratura (describedAs) prägend für Belles-Lettres;describedAs*;SH;;;;*prägend für?;ND
263;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;Die große <e1>Encyclopédie</e1><rel>beansprucht ab der Jahrhundertmitte, die ganze Welt zu lexikalisieren und zugleich eine </rel><e2>universale Gebrauchsanweisung</e2> für sie zu liefern.;Encyclopédie describedAs universal;describedAs;SH;Encyclopédie;beansprucht ab der Jahrhundertmitte, die ganze Welt zu lexikalisieren und zugleich eine ;universale Gebrauchsanweisung;;
264;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;Die große <e1>Encyclopédie</e1><rel>beansprucht ab der Jahrhundertmitte, die ganze Welt zu </rel><e2>lexikalisieren und zugleich eine universale Gebrauchsanweisung</e2> für sie zu liefern.;Encyclopédie Genre Lexikon;Genre;SH;Encyclopédie;beansprucht ab der Jahrhundertmitte, die ganze Welt zu ;lexikalisieren und zugleich eine universale Gebrauchsanweisung;;
265;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"<e1>Buffon</e1><rel> auch für ihre stilistischen Ambitionen berühmte </rel><e2>Histoire naturelle générale et particulière</e2> (1749–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; Linné und Réaumur sind seine unmittelbaren Vorgänger in der Naturgeschichte.";Buffon author Histoire naturelle générale et particulière;author;SH;Buffon; auch für ihre stilistischen Ambitionen berühmte ;Histoire naturelle générale et particulière;;
266;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;204;"Buffons auch für ihre stilistischen Ambitionen berühmte <e1>Histoire naturelle générale et particulière</e1><rel>(</rel><e2>1749</e2>–1789) will eine vollständige Ordnung der Natur in ihrer historischen Tiefe entwerfen; Linné und Réaumur sind seine unmittelbaren Vorgänger in der Naturgeschichte.";Histoire naturelle générale et particulière date of publication 1749-1789;date of publication;SH;Histoire naturelle générale et particulière;(;1749;;
